City_ID,City,Lat,Lng,Max Temp (F),Humidity,Cloudiness,Wind Speed,Country,Date
365,kundiawa,-6.0167,144.9667,65.21,99,100,1.88,PG,1714919091
366,prince rupert,54.3161,-130.3201,48.29,93,100,4.61,CA,1714919091
367,tazacorte,28.629,-17.9293,73.15,80,20,12.66,ES,1714919091
368,gaiman,-43.2897,-65.4929,49.35,35,0,15.88,AR,1714918914
369,paradip garh,20.3167,86.6167,83.66,87,0,19.93,IN,1714919091
370,tanout,14.9709,8.8879,109.44,5,37,14.72,NE,1714919091
371,tralee,52.2704,-9.7026,61.05,77,75,11.5,IE,1714919091
372,tangalle,6.024,80.7911,84.24,82,92,11.68,LK,1714918846
373,la ronge,55.1001,-105.2842,41.25,65,40,3.44,CA,1714919091
374,antofagasta,-23.65,-70.4,60.08,68,48,4.32,CL,1714918917
375,broken hill,-31.95,141.4333,56.26,68,0,10.47,AU,1714919091
376,qurayyat,31.3318,37.3428,84.38,12,0,18.41,SA,1714919091
377,port saint john's,-31.6229,29.5448,73.65,74,1,5.97,ZA,1714919092
378,yatou,37.15,122.3833,53.31,97,100,9.53,CN,1714919092
379,el battan,36.8037,9.8442,80.28,13,7,4.88,TN,1714919092
380,santa elena de uairen,4.6167,-61.1333,68.99,93,100,5.46,VE,1714918940
381,piedecuesta,6.9879,-73.0495,72.72,86,94,4.23,CO,1714918825
382,biloela,-24.4167,150.5,67.48,86,100,3.58,AU,1714919092
383,neiafu,-18.65,-173.9833,81.28,94,20,0.0,TO,1714919092
384,trondheim,63.4305,10.3951,64.45,64,94,2.8,NO,1714919092
385,wotho,10.1657,166.0102,81.5,75,100,16.67,MH,1714919092
386,terrace,54.5163,-128.6035,53.22,66,100,4.61,CA,1714919092
387,laojunmiao,39.8333,97.7333,60.49,11,91,15.46,CN,1714919092
388,balkanabat,39.5108,54.3671,75.88,41,4,5.82,TM,1714919092
389,laguna,38.421,-121.4238,47.68,89,0,4.61,US,1714918879
390,morehead,37.2711,-87.1764,72.0,83,0,3.44,US,1714918993
391,kudahuvadhoo,2.6708,72.8944,85.59,73,100,7.63,MV,1714919092
392,morococha,-11.5997,-76.1411,40.53,72,52,7.72,PE,1714919092
393,sur,22.5667,59.5289,91.89,48,28,9.91,OM,1714919092
394,hundested,55.9667,11.8667,56.28,91,100,12.08,DK,1714919092
395,pacific grove,36.6177,-121.9166,48.42,89,40,4.61,US,1714919092
396,valparaiso,-33.0393,-71.6273,62.01,66,0,10.36,CL,1714918802
397,korla,41.7597,86.1469,77.76,10,0,4.83,CN,1714919092
398,yaren,-0.5472,166.916,83.61,73,100,4.63,NR,1714919093
399,susuman,62.7833,148.1667,32.99,62,100,1.99,RU,1714919093
400,dongning,44.0622,131.1207,55.62,79,100,2.48,CN,1714919093
401,lashio,22.9333,97.75,76.95,47,100,1.79,MM,1714919093
402,inarajan village,13.2736,144.7484,82.54,93,14,13.65,GU,1714919093
403,fort st. john,56.2499,-120.8529,42.69,49,20,2.3,CA,1714919030
404,haiku-pauwela,20.9219,-156.3051,72.05,82,0,13.8,US,1714919093
405,decize,46.8285,3.4619,69.94,54,98,7.52,FR,1714919093
406,tidjikja,18.5564,-11.4271,104.38,7,0,8.1,MR,1714919093
407,serdar,38.9764,56.2757,79.63,35,7,13.56,TM,1714919093
408,usogorsk,63.4106,48.6872,34.66,55,100,7.0,RU,1714919093
409,metlili chaamba,32.2667,3.6333,94.14,8,0,2.3,DZ,1714919093
410,pimentel,-6.8367,-79.9342,68.29,83,0,6.91,PE,1714919093
411,palangkaraya,-2.2,113.8333,76.26,94,100,1.86,ID,1714919093
412,nar'yan-mar,67.6713,53.087,19.11,88,50,4.0,RU,1714919093
413,manado,1.487,124.8455,79.57,94,20,2.3,ID,1714919093
414,revelstoke,50.9832,-118.2023,48.22,61,100,3.44,CA,1714919093
415,tayshet,55.9342,98.0044,54.55,67,99,4.21,RU,1714919093
416,genhe,50.7833,121.5167,42.44,43,9,3.67,CN,1714919093
417,bardai,11.65,7.2333,104.04,14,45,6.76,NG,1714919093
418,zabljak,43.1542,19.1232,56.61,50,16,10.27,ME,1714919093
419,aizawl,23.7333,92.7167,64.47,98,94,1.14,IN,1714919094
420,wilhelmsburg,48.1057,15.6054,78.03,64,87,10.16,AT,1714919094
421,east london,-33.0153,27.9116,72.54,64,0,9.22,ZA,1714919094
422,kitimat,54.0524,-128.6534,54.91,74,100,1.99,CA,1714919013
423,banda aceh,5.5577,95.3222,83.57,78,92,6.64,ID,1714919094
424,nyandoma,61.669,40.1991,35.53,60,100,9.1,RU,1714919094
425,port moresby,-9.4431,147.1797,80.02,83,75,17.27,PG,1714919094
426,santa cruz,-17.8,-63.1667,78.26,88,75,14.97,BO,1714918909
427,kirkwall,58.9848,-2.9587,53.65,87,75,1.14,GB,1714919094
428,barcelos,41.5388,-8.6151,64.54,92,94,7.96,PT,1714919094
429,porto novo,6.4965,2.6036,91.22,56,9,10.78,BJ,1714918963
430,lubango,-14.9172,13.4925,80.46,28,4,4.61,AO,1714918976
431,bozoum,6.3193,16.3799,103.24,15,9,9.33,CF,1714919094
432,khovd,48.0056,91.6419,64.9,18,15,3.44,MN,1714919094
433,kupang,-10.1667,123.5833,80.02,80,100,9.75,ID,1714918982
434,siwa oasis,29.2041,25.5195,81.37,18,0,16.44,EG,1714919094
435,hoemul-li,41.4339,129.67,48.51,99,100,5.84,KP,1714919094
436,castillos,-34.1667,-53.8333,67.48,92,100,3.76,UY,1714919094
437,ascension,30.2169,-90.9001,80.6,85,40,9.22,US,1714919094
438,irece,-11.3042,-41.8558,84.09,41,63,20.15,BR,1714918972
439,pleasanton,37.6624,-121.8747,48.88,88,0,4.61,US,1714919094
440,santa vitoria,-18.8386,-50.1214,82.56,44,0,11.97,BR,1714919094
441,mili,6.0815,171.735,82.83,81,100,19.42,MH,1714919094
442,namsos,64.4662,11.4957,64.31,29,0,9.22,NO,1714919094
443,salekhard,66.53,66.6019,23.4,82,45,11.01,RU,1714918983
444,wenchang,30.904,118.4887,60.78,95,65,4.0,CN,1714919095
445,kiama,-34.6833,150.8667,64.26,77,100,1.99,AU,1714919095
446,kavieng,-2.5744,150.7967,83.53,79,90,5.68,PG,1714919095
447,shahrak,34.1074,64.3052,58.91,40,44,6.08,AF,1714919095
448,ati,13.2154,18.3353,109.65,6,2,13.38,TD,1714919095
449,amahai,-3.3333,128.9167,78.93,88,100,1.77,ID,1714919095
450,hastings,50.8552,0.5729,59.99,91,100,8.12,GB,1714919095
451,cabo san lucas,22.8909,-109.9124,77.76,46,30,1.01,MX,1714918795
452,rapla,59.0072,24.7928,55.11,41,100,6.2,EE,1714919095
453,sinah,36.809,43.0389,69.24,36,5,12.3,IQ,1714919095
454,touros,-5.1989,-35.4608,85.19,73,100,15.68,BR,1714918936
455,enewetak,11.3474,162.3373,81.7,76,65,17.78,MH,1714919095
456,betio village,1.358,172.9211,84.24,76,82,10.16,KI,1714919095
457,alo,7.4178,6.7371,100.74,38,31,8.12,NG,1714919095
458,vilyuysk,63.7553,121.6247,37.0,85,100,10.0,RU,1714919095
459,embi,48.8264,58.1442,52.99,29,80,8.16,KZ,1714919095
460,taro,-8.3862,115.28,73.4,98,30,1.45,ID,1714919095
461,yemva,62.59,50.8594,38.14,49,100,1.41,RU,1714919095
462,malanje,-9.5402,16.341,81.79,38,98,4.76,AO,1714919095
463,prado,-17.3411,-39.2208,84.22,60,0,9.93,BR,1714919095
464,maryborough,-25.5333,152.7,62.51,97,6,3.27,AU,1714919095
465,clodomira,-27.5744,-64.1311,68.38,70,17,10.8,AR,1714919096
466,fukuecho,32.6881,128.8419,66.45,93,100,31.36,JP,1714919096
467,timimoun,29.2639,0.231,98.98,6,0,16.11,DZ,1714919096
468,ancud,-41.8697,-73.8203,45.63,72,100,12.01,CL,1714919096
469,avenal,36.0041,-120.129,42.96,69,8,5.91,US,1714919096
470,ola,59.5833,151.2833,32.14,92,51,2.8,RU,1714919096
471,port douglas,-16.4833,145.4667,74.16,86,69,6.35,AU,1714919096
472,trujillo,-8.116,-79.03,62.56,94,100,10.36,PE,1714919096
473,berbera,10.4396,45.0143,88.39,70,78,6.2,SO,1714919096
474,saint-felicien,48.6501,-72.4491,65.08,52,75,20.71,CA,1714919096
475,wenatchee,47.4235,-120.3103,55.78,80,40,13.8,US,1714918891
476,sechura,-5.5569,-80.8222,72.7,71,39,8.23,PE,1714919096
477,kyshtovka,56.555,76.6271,48.34,45,11,17.0,RU,1714918938
478,nantucket,41.2835,-70.0995,51.1,90,100,13.8,US,1714918971
479,biasca,46.3597,8.9697,69.55,61,100,5.01,CH,1714919096
480,tagta,41.6504,59.9164,69.75,52,0,6.91,TM,1714919096
481,carutapera,-1.195,-46.02,86.36,69,61,7.74,BR,1714919096
482,saint-pierre,-21.3393,55.4781,74.88,64,0,17.27,RE,1714919096
483,belev,53.8119,36.1319,55.33,56,88,12.44,RU,1714918879
484,zhezqazghan,47.7833,67.7667,54.18,82,40,11.18,KZ,1714919096
485,zaozersk,69.4005,32.4476,31.69,76,100,13.78,RU,1714919096
486,balabac,7.9868,117.0645,81.59,74,31,5.19,PH,1714919097
487,kangaba,11.9333,-8.4167,109.78,9,17,6.8,ML,1714919097
488,sao jose da coroa grande,-8.8978,-35.1478,84.25,63,100,11.41,BR,1714919097
489,amga,60.8953,131.9608,35.64,85,20,2.71,RU,1714919097
490,loango,-4.6719,11.8312,87.46,74,20,12.66,CG,1714919097
491,mukalla,14.5425,49.1242,86.23,70,0,3.38,YE,1714919097
492,yamba,-5.9,22.3,91.56,35,34,4.09,CD,1714919097
493,oroqen zizhiqi,50.5667,123.7167,44.62,46,0,1.16,CN,1714919097
494,baukau,51.5526,7.2042,63.75,69,97,8.59,DE,1714919097
495,juan griego,11.0817,-63.9655,86.25,67,96,13.56,VE,1714919097
496,canutama,-6.5339,-64.3831,89.46,60,98,2.44,BR,1714919097
497,karasburg,-28.0167,18.75,86.45,12,0,15.66,NA,1714919097
498,puerto aysen,-45.4,-72.7,37.94,97,100,4.41,CL,1714919016
499,greymouth,-42.4667,171.2,52.29,87,99,3.78,NZ,1714919097
500,filadelfia,39.9523,-75.1638,53.37,95,100,9.22,US,1714919015
501,chivhu,-19.0211,30.8922,79.41,17,4,8.75,ZW,1714919097
502,svetlyy,54.675,20.1347,75.25,84,100,22.53,RU,1714919097
503,lushun,38.8,121.2667,53.82,90,100,12.5,CN,1714919097
504,carauari,-4.8828,-66.8958,87.19,64,42,2.98,BR,1714919097
505,thinadhoo,0.5333,72.9333,84.34,78,100,4.59,MV,1714919097
506,raduzhny,62.0961,77.475,33.94,98,100,9.46,RU,1714919097
507,la'ie,21.6477,-157.9253,73.11,76,100,5.01,US,1714919098
508,olinda,-8.0089,-34.8553,87.53,66,40,17.27,BR,1714918887
509,balzar,-1.3667,-79.9,76.26,91,100,4.25,EC,1714919098
510,hammerfest,70.6634,23.6821,28.85,86,100,14.97,NO,1714919098
511,sabaudia,41.3003,13.0282,70.92,70,4,9.51,IT,1714919098
512,olyokminsk,60.3736,120.4264,35.35,98,85,2.89,RU,1714919098
513,kismayo,-0.3582,42.5454,80.47,85,100,11.16,SO,1714919098
514,bebra,50.9667,9.8,64.45,45,23,5.01,DE,1714919098
515,buxerolles,46.6167,0.4833,64.35,77,75,3.44,FR,1714919098
516,villa hernandarias,-31.231,-59.985,66.25,87,100,5.12,AR,1714919098
517,kisanga,-7.4362,37.7034,73.02,90,100,4.27,TZ,1714919098
518,karratha,-20.7377,116.8463,77.13,40,0,7.43,AU,1714919098
519,mzimba,-11.9,33.6,71.42,68,82,6.13,MW,1714919098
520,cockburn town,21.4612,-71.1419,77.99,82,3,18.59,TC,1714919063
521,kamenka,51.3223,42.7678,56.93,54,100,18.05,RU,1714919098
522,mejit,10.2753,170.8646,81.09,81,100,15.26,MH,1714919098
523,dukhan,25.4297,50.7858,86.2,43,0,11.79,QA,1714919098
524,west plains,36.7281,-91.8524,63.43,86,100,6.91,US,1714919099
525,ambodifotatra,-16.9833,49.85,78.6,77,56,22.37,MG,1714919099
526,rio grande,-32.035,-52.0986,75.31,90,69,9.95,BR,1714919237
527,panama city beach,30.1766,-85.8055,81.99,80,40,8.05,US,1714919012
528,hirara,24.8,125.2833,80.87,89,40,13.8,JP,1714919099
529,kangding,30.0513,101.9603,48.45,99,100,4.32,CN,1714919099
530,bacalar,18.6667,-88.3833,84.31,79,40,8.05,MX,1714919099
531,aleg,17.0481,-13.9209,110.41,6,0,13.51,MR,1714919099
532,sennoy,52.1509,46.9631,57.07,49,100,19.17,RU,1714919099
533,oranjemund,-28.55,16.4333,66.49,62,0,8.7,NA,1714919099
534,el bauga,18.262,33.9081,103.23,5,0,13.56,SD,1714919099
535,nahiyat ash shinafiyah,31.5874,44.6602,94.62,8,100,6.06,IQ,1714919099
536,san pedro,14.35,121.0167,87.35,73,20,10.36,PH,1714919099
537,cheremukhovo,60.3484,59.9851,37.96,38,100,8.01,RU,1714919099
538,mazatlan,23.2167,-106.4167,73.9,81,0,1.01,MX,1714918813
539,pontes e lacerda,-15.2261,-59.3353,90.28,46,0,4.79,BR,1714919099
540,jizan,17.3333,42.6667,92.34,37,0,15.32,SA,1714919099
541,al khums,32.6486,14.2619,69.62,43,1,10.13,LY,1714919099
542,ciudad insurgentes,25.2625,-111.7753,60.49,79,98,9.04,MX,1714919099
543,quellon,-43.1167,-73.6167,42.3,81,100,7.72,CL,1714919099
